sentence_id,sentence,ner_entities
politics_400.txt_396,"Born in 1912 and educated at Portsmouth Northern Secondary School, Lord Callaghan became a clerk at the Inland Revenue.","[{""text"": ""Lord Callaghan"", ""label"": ""POLITICIAN""}]"
sport_004.txt_152,"""I am very happy to see you all, members of the athletics family, respond positively to the IAAF call to sit together and discuss what more we can do in the fight against doping,"" said Diack.","[{""text"": ""Diack"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_335.txt_56,"De Niro recently spent three weeks at the top with comedy Meet The Fockers, which was at number five this week.","[{""text"": ""De Niro"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_115.txt_171,"""We are confident that in this case, [the alleged victim's] claims against Snoop Dogg will be rejected.""","[{""text"": ""Snoop Dogg"", ""label"": ""MUSICIAN""}]"
entertainment_115.txt_195,"The lawsuit names Snoop Dogg - real name Calvin Broadus - plus three associates, The Walt Disney Company and its parent company ABC Inc.","[{""text"": ""Snoop Dogg"", ""label"": ""MUSICIAN""}, {""text"": ""Calvin Broadus"", ""label"": ""MUSICIAN""}]"
politics_041.txt_0,Profile: David Blunkett,"[{""text"": ""David Blunkett"", ""label"": ""POLITICIAN""}]"
politics_041.txt_189,"Mr Blunkett's own comments on immigration had prompted censure - he told refugees from Afghanistan and Kosovo to ""get back home"" to start rebuilding their countries.","[{""text"": ""Blunkett"", ""label"": ""POLITICIAN""}]"
politics_041.txt_402,"Mr Blunkett entered Parliament for Sheffield Brightside in 1987, after first contesting the Sheffield Hallam seat in 1974.","[{""text"": ""Blunkett"", ""label"": ""POLITICIAN""}]"
sport_247.txt_285,"""I'd also like to take the chance to say that tomorrow's game will take place,"" Butragueno declared of the ""Partido contra la Pobreza"" (Game Against Poverty).","[{""text"": ""Butragueno"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
business_314.txt_744,"Mr Khodorkovsky is now in jail, on separate fraud charges.","[{""text"": ""Khodorkovsky"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_012.txt_160,"Mary O'Malley, the founder of the theatre, gave me my future.","[{""text"": ""Mary O'Malley"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_012.txt_385,Neeson used to listen to his sermons on a Friday night in Ballymena.,"[{""text"": ""Neeson"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_251.txt_0,Brown and Blair face new rift claims,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}, {""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
entertainment_145.txt_64,"Last year, Jackson exposed a breast during a dance routine, causing outrage among millions of TV viewers and landing the CBS TV network a fine.","[{""text"": ""Jackson"", ""label"": ""MUSICIAN""}]"
entertainment_145.txt_337,"Black Eyed Peas singer Fergie was dressed in a tight orange top and purple hotpants, but nothing in her performance was likely to upset TV watchdogs.","[{""text"": ""Fergie"", ""label"": ""MUSICIAN""}]"
sport_364.txt_322,It is no wonder that Sir Clive Woodward has elevated the Galway-based coach to head the Lions Test side.,"[{""text"": ""Clive Woodward"", ""label"": ""ATHLETE""}]"
sport_310.txt_349,"""Graham Henry (former Wales coach) said a couple of years ago that we should 'be bold' when going to France, and he was proved right,"" said Ruddock.","[{""text"": ""Graham Henry"", ""label"": ""ATHLETE""}, {""text"": ""Ruddock"", ""label"": ""ATHLETE""}]"
business_299.txt_488,"Mr Khodorkovsky, who had funded liberal opposition groups, was arrested in October last year on fraud and tax evasion charges and is still in jail","[{""text"": ""Khodorkovsky"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
business_393.txt_132,"Since 2002, Ms Tan has been managing director and chief executive of Metrojaya, one of the largest retail groups in Malaysia.","[{""text"": ""Tan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_135.txt_184,"Mr Johnson allegedly approached Dr Dre, who was seated at a table in front of the stage, and appeared to ask for an autograph before punching him.","[{""text"": ""Johnson"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Dr Dre"", ""label"": ""MUSICIAN""}]"
entertainment_364.txt_215,It's success continues a strong trend of Hollwood movie-going this year with figures for the popular President's Day weekend 13% greater than last year.,[]
politics_067.txt_552,"Theresa May, shadow secretary for the family, told BBC Radio 4's Today programme that the government's plans were ""inadequate"" and were ""papering over the cracks of the current system"".","[{""text"": ""Theresa May"", ""label"": ""POLITICIAN""}]"
tech_291.txt_620,"Although it has been widely predicted that Mr Gates would be showcasing the new Xbox, some media reports have cast doubt on what he would be talking about in the keynote.","[{""text"": ""Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
politics_229.txt_126,"Father-of-two Mr Mousa, 28, a hotel receptionist, was arrested with eight men seized at a hotel in Basra in September 2003.","[{""text"": ""Mousa"", ""label"": ""PUBLIC-FIGURE""}]"
politics_153.txt_0,Clarke to unveil immigration plan,"[{""text"": ""Clarke"", ""label"": ""POLITICIAN""}]"
politics_153.txt_26,Home Secretary Charles Clarke wants to introduce a points system for economic migrants and increase deportations of failed asylum seekers.,"[{""text"": ""Charles Clarke"", ""label"": ""POLITICIAN""}]"
entertainment_362.txt_72,Schrader was replaced by director Renny Harlin who made a new version of the film which debuted in 2004.,"[{""text"": ""Schrader"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Renny Harlin"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_362.txt_92,"The prequel project was originally announced in 2001, with actor Liam Neeson in the lead role and John Frankenheimer as director.","[{""text"": ""Liam Neeson"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""John Frankenheimer"", ""label"": ""ACTOR-DIRECTOR""}]"
sport_311.txt_400,O'Connell - skipper in the absence of Brian O'Driscoll - powered through Parks' weak tackle after a free-kick from a scrummage to burrow over.,"[{""text"": ""O'Connell"", ""label"": ""ATHLETE""}, {""text"": ""Brian O'Driscoll"", ""label"": ""ATHLETE""}, {""text"": ""Parks"", ""label"": ""ATHLETE""}]"
business_357.txt_119,"In the Ukraine earlier this year, Mr Soros - who took on the Bank of England in the 1990s - and won, was pelted by protestors.","[{""text"": ""Soros"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
politics_296.txt_183,"""I don't believe in vindictiveness, I don't think that has any place in politics, unlike the prime minister and Alastair Campbell.""","[{""text"": ""Alastair Campbell"", ""label"": ""POLITICIAN""}]"
entertainment_022.txt_0,"Fears raised over ballet future

Fewer children in the UK are following in the dainty footsteps of dancers like Darcey Bussell, and carving out potential careers as ballet dancers.","[{""text"": ""Darcey Bussell"", ""label"": ""PUBLIC-FIGURE""}]"
politics_065.txt_473,"Mr Abbasi, 23, from Croydon, south London, was taken to Guantanamo Bay after being captured in Afghanistan in 2001.","[{""text"": ""Abbasi"", ""label"": ""PUBLIC-FIGURE""}]"
politics_236.txt_0,Jack Cunningham to stand down,"[{""text"": ""Jack Cunningham"", ""label"": ""POLITICIAN""}]"
entertainment_223.txt_0,"Singer Ferguson 'facing eviction'

Three Degrees star Sheila Ferguson is the favourite to be evicted from ITV's I'm A Celebrity... Get Me Out Of Here on Monday.","[{""text"": ""Ferguson"", ""label"": ""MUSICIAN""}, {""text"": ""Sheila Ferguson"", ""label"": ""MUSICIAN""}]"
entertainment_223.txt_86,Comic Joe Pasquale remains odds on favourite to win the reality show.,"[{""text"": ""Joe Pasquale"", ""label"": ""ACTOR-DIRECTOR""}]"
business_407.txt_150,Mr Gopinath said the planes will connect regional Indian cities.,"[{""text"": ""Gopinath"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_079.txt_55,"Directed by Andrey Zvyagintsev, The Return previously won the 2003 Golden Lion award at the Venice Film Festival.","[{""text"": ""Andrey Zvyagintsev"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_206.txt_0,Blair's hope for Blunkett return,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}, {""text"": ""Blunkett"", ""label"": ""POLITICIAN""}]"
sport_046.txt_0,"Radcliffe eyes hard line on drugs

Paula Radcliffe has called for all athletes found guilty on drugs charges to be treated as criminals.","[{""text"": ""Radcliffe"", ""label"": ""ATHLETE""}, {""text"": ""Paula Radcliffe"", ""label"": ""ATHLETE""}]"
sport_046.txt_100,Radcliffe's comments come at a time when several American sports stars are under suspicion of steroid use.,"[{""text"": ""Radcliffe"", ""label"": ""ATHLETE""}]"
entertainment_256.txt_305,Joss Stone is a soul artist.,"[{""text"": ""Joss Stone"", ""label"": ""MUSICIAN""}]"
entertainment_256.txt_1594,"I love Joss to bits and don't care what her branding is - it's amazing music, full stop.","[{""text"": ""Joss"", ""label"": ""MUSICIAN""}]"
entertainment_256.txt_1709,"Joss Stone is simply singing a certain type of music that can be considered urban in style, just as someone from an inner city, and indeed not from the USA could sing country music.","[{""text"": ""Joss Stone"", ""label"": ""MUSICIAN""}]"
entertainment_050.txt_128,"Directed by Antoine Fuqua, the film was poorly received by critics and did not perform strongly at the box office.","[{""text"": ""Antoine Fuqua"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_326.txt_22,"Michael Howard has no doubt it is the prime minister who, he claims, is ""ramming"" through Parliament the controversial new anti-terror measures without proper debate.","[{""text"": ""Michael Howard"", ""label"": ""POLITICIAN""}]"
politics_012.txt_90,"In a statement recorded for television, Mr Blair said the families deserved ""to be completely and publicly exonerated"".","[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_012.txt_210,"""Tony Blair has healed rifts, he is helping to heal wounds.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
politics_202.txt_497,Judge Charles Harris QC made his remarks as he sentenced three men for assaults carried out while drunk and high on drugs after a night out.,"[{""text"": ""Charles Harris QC"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_078.txt_30,"According to pundits, the film has overtaken previous favourite The Aviator, with Eastwood also tipped to take the best director award.","[{""text"": ""Eastwood"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_078.txt_88,"The Aviator has scored a best director nomination for Martin Scorsese, who has never won an Oscar, while stars Leonardo DiCaprio and Cate Blanchett are both nominated for acting Oscars.","[{""text"": ""Martin Scorsese"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Leonardo DiCaprio"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Cate Blanchett"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_078.txt_310,Hilary Swank is the favourite to win best actress for the second time in six years.,"[{""text"": ""Hilary Swank"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_374.txt_87,Tony Blair has said Conservative policies would cause economic failure.,"[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
sport_360.txt_0,Player burn-out worries Robinson,"[{""text"": ""Robinson"", ""label"": ""ATHLETE""}]"
tech_385.txt_0,"Beckham virus spotted on the net

Virus writers are trading on interest in David Beckham to distribute their malicious wares.","[{""text"": ""Beckham"", ""label"": ""ATHLETE""}, {""text"": ""David Beckham"", ""label"": ""ATHLETE""}]"
tech_385.txt_41,But anyone visiting the website mentioned in the message will not see pictures of Mr Beckham but will have their computer infected by a virus.,"[{""text"": ""Beckham"", ""label"": ""ATHLETE""}]"
tech_385.txt_87,The appearance of the Beckham Windows trojan is just another example in a long line of viruses that trade on interest in celebrities in an attempt to fuel their spread.,"[{""text"": ""Beckham"", ""label"": ""ATHLETE""}]"
tech_385.txt_118,"Tennis player Anna Kournikova, popstars Britney Spears and Avril Lavigne as well as Arnold Schwarzenegger have all been used in the past to try to con people into opening infected files.","[{""text"": ""Anna Kournikova"", ""label"": ""ATHLETE""}, {""text"": ""Britney Spears"", ""label"": ""MUSICIAN""}, {""text"": ""Avril Lavigne"", ""label"": ""MUSICIAN""}, {""text"": ""Arnold Schwarzenegger"", ""label"": ""ACTOR-DIRECTOR""}]"
tech_385.txt_151,The huge amount of interest in Mr Beckham and his private life and the large number of messages posted to discussion groups on the net might mean that the malicious program catches a lot of people out.,"[{""text"": ""Beckham"", ""label"": ""ATHLETE""}]"
tech_385.txt_189,"""The public's appetite for salacious gossip about the private life of the Beckhams might lead some into an unpleasant computer infection,"" said Graham Cluley from anti-virus firm Sophos.","[{""text"": ""the Beckhams"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Graham Cluley"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_005.txt_55,Lead actress Laura Michelle Kelly soared over the heads of the audience holding the nanny's trademark umbrella.,"[{""text"": ""Laura Michelle Kelly"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_005.txt_89,"A number of celebrities turned out for the musical's premiere, including actress Barbara Windsor, comic Graham Norton and Sir Richard Attenborough.","[{""text"": ""Barbara Windsor"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Graham Norton"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Sir Richard Attenborough"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_005.txt_145,"Mary Poppins was originally created by author Pamela Travers, who is said to have cried when she saw Disney's 1964 film starring Julie Andrews.","[{""text"": ""Mary Poppins"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Pamela Travers"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Julie Andrews"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_274.txt_51,"Mr Brown seems haunted by her eyes, desolate of all hope.","[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
politics_274.txt_123,"Mr Brown's message generally, that compassion must become action before that hope is squandered.","[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
politics_274.txt_210,But he also believes it is time for the world to see a new Gordon Brown.,"[{""text"": ""Gordon Brown"", ""label"": ""POLITICIAN""}]"
politics_274.txt_379,Brown replies that no one thought the Berlin Wall would ever come down either.,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
sport_034.txt_603,"Purely as a race, Paula's victory in the New York Marathon has to go down as one of the most thrilling.","[{""text"": ""Paula"", ""label"": ""ATHLETE""}]"
politics_342.txt_0,Brown outlines third term vision,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
entertainment_131.txt_736,"Franz Ferdinand, Travis and Snow Patrol are just recent examples of the success Scottish music can have in the world, so we should do what we Scots are good at and support our own goods!","[{""text"": ""Franz Ferdinand"", ""label"": ""MUSICIAN""}, {""text"": ""Travis"", ""label"": ""MUSICIAN""}, {""text"": ""Snow Patrol"", ""label"": ""MUSICIAN""}]"
sport_125.txt_0,Premier League planning Cole date,"[{""text"": ""Cole"", ""label"": ""ATHLETE""}]"
politics_183.txt_130,Sir Nicholas was a strong defender of the Anglo-Irish Agreement and was held in esteem in Dublin government and SDLP circles.,"[{""text"": ""Nicholas"", ""label"": ""POLITICIAN""}]"
